Cohort,Year,Cohort type,Format,Start Date,End Date,Dynamic,Value before,Value after,Change,% Change
HE-Latus-2024 ,2025,Higher Ed,Retreat,4/28/2025,5/2/2025,D7,2.1,4,1.9,90%
HE-Latus-2024 ,2025,Higher Ed,Retreat,4/28/2025,5/2/2025,D8,2.8,4.4,1.6,57%
HE-Strand-2024,2025,Higher Ed,Course,1/20/2025,4/29/2025,D1,4.5,5,0.5,11%
HE-Strand-2024,2025,Higher Ed,Course,1/20/2025,4/29/2025,D2,4.3,4.7,0.4,9%
HE-Smith-2024,2025,Higher Ed,Retreat,4/19/2025,4/21/2025,D3,3.3,4.2,0.9,27%
HE-Strand-2024,2025,Higher Ed,Course,1/20/2025,4/29/2025,D4,2.3,3.8,1.5,65%
HE-Strand-2024,2025,Higher Ed,Course,1/20/2025,4/29/2025,D5,3.5,4.5,1,29%
HE-Strand-2024,2025,Higher Ed,Course,1/20/2025,4/29/2025,D6,3,4.3,1.3,43%
HE-Strand-2024,2025,Higher Ed,Course,1/20/2025,4/29/2025,D7,2.8,3.8,1,36%
HE-Strand-2024,2025,Higher Ed,Course,1/20/2025,4/29/2025,D8,4.3,4.7,0.4,9%
HE-Harrington-2024,2024,Higher Ed,6-week,3/14/2025,4/25/2025,D1,5,5,0,0%
HE-Harrington-2024,2024,Higher Ed,6-week,3/14/2025,4/25/2025,D2,3.7,4.1,0.4,11%
HE-Stoeckl-2024,2025,Higher Ed,Course,1/30/2025,3/13/2025,D3,4.1,4.3,0.2,5%
HE-Harrington-2024,2024,Higher Ed,6-week,3/14/2025,4/25/2025,D4,2.9,4.1,1.2,41%
HE-Harrington-2024,2024,Higher Ed,6-week,3/14/2025,4/25/2025,D5,3.7,4.1,0.4,11%
HE-Harrington-2024,2024,Higher Ed,6-week,3/14/2025,4/25/2025,D6,3.4,4.6,1.2,35%
HE-Harrington-2024,2024,Higher Ed,6-week,3/14/2025,4/25/2025,D7,4.4,4.6,0.2,5%
HE-Harrington-2024,2024,Higher Ed,6-week,3/14/2025,4/25/2025,D8,4.1,4.4,0.3,7%
HE-Andrejewski-2024,2025,Higher Ed,Course,1/20/2025,4/23/2025,D4,2.9,3.9,1,34%
HE-Andrejewski-2025 ,,,,1/20/2025,4/21/2025,D4,2.9,4,1.1,38%
HE-Strand-2024,2025,Higher Ed,Course,1/20/2025,4/29/2025,D3,3.5,4.2,0.7,20%
HE-Andrejewski-2024,2024,Higher Ed,Course,1/20/2025,4/23/2025,D5,3.6,4,0.4,11%
HE-Andrejewski-2024,2025,Higher Ed,Course,1/20/2025,4/23/2025,D5,3.1,4.1,1,32%
HE-Andrejewski-2025 ,,,,1/20/2025,4/21/2025,D5,3.6,4.1,0.5,14%
HE-Andrejewski-2024,2024,Higher Ed,Course,1/20/2025,4/23/2025,D6,2.6,3.6,1,38%
HE-Andrejewski-2024,2025,Higher Ed,Course,1/20/2025,4/23/2025,D6,2.4,4,1.6,67%
HE-Smith-2024,2025,Higher Ed,Retreat,4/19/2025,4/21/2025,D1,4.3,4.8,0.5,12%
HE-Smith-2024,2025,Higher Ed,Retreat,4/19/2025,4/21/2025,D2,3.6,4.2,0.6,17%
HE-Tanner-2024,2025,Higher Ed,Course,1/19/2025,3/5/2025,D3,3.2,3.3,0.1,3%
HE-Smith-2024,2025,Higher Ed,Retreat,4/19/2025,4/21/2025,D4,2.9,3.9,1,34%
HE-Smith-2024,2025,Higher Ed,Retreat,4/19/2025,4/21/2025,D5,3.4,4,0.6,18%
HE-Smith-2024,2025,Higher Ed,Retreat,4/19/2025,4/21/2025,D6,2.7,3.9,1.2,44%
HE-Smith-2024,2025,Higher Ed,Retreat,4/19/2025,4/21/2025,D7,2.8,4.1,1.3,46%
HE-Smith-2024,2025,Higher Ed,Retreat,4/19/2025,4/21/2025,D8,3.7,4.5,0.8,22%
HE-Hull-2024,2024,Higher Ed,Course,1/20/2025,4/16/2025,D1,4,4.6,0.6,15%
HE-Hull-2024,2024,Higher Ed,Course,1/20/2025,4/16/2025,D2,3.3,3.9,0.6,18%
HE-Tozer-2024,2025,Higher Ed,Course,2/21/2025,4/1/2025,D3,2.5,3.9,1.4,56%
HE-Hull-2024,2024,Higher Ed,Course,1/20/2025,4/16/2025,D4,3.6,4,0.4,11%
HE-Hull-2024,2024,Higher Ed,Course,1/20/2025,4/16/2025,D5,2.8,3.9,1.1,39%
HE-Hull-2024,2024,Higher Ed,Course,1/20/2025,4/16/2025,D6,2.4,3.9,1.5,63%
HE-Hull-2024,2024,Higher Ed,Course,1/20/2025,4/16/2025,D7,2.4,3.7,1.3,54%
HE-Hull-2024,2024,Higher Ed,Course,1/20/2025,4/16/2025,D8,2.9,4.4,1.5,52%
HE-AppState-2024,2024,Higher Ed,6-week,3/5/2025,4/16/2025,D1,4.8,5,0.2,4%
HE-AppState-2024,2024,Higher Ed,6-week,3/5/2025,4/16/2025,D2,4.3,4.5,0.2,5%
HE-Warner-2024,2025,Higher Ed,Course,1/20/2025,4/28/2025,D3,2.9,4,1.1,38%
HE-AppState-2024,2024,Higher Ed,6-week,3/5/2025,4/16/2025,D4,3.4,4.5,1.1,32%
HE-AppState-2024,2024,Higher Ed,6-week,3/5/2025,4/16/2025,D5,3.6,4,0.4,11%
HE-AppState-2024,2024,Higher Ed,6-week,3/5/2025,4/16/2025,D6,3.3,4,0.7,21%
HE-AppState-2024,2024,Higher Ed,6-week,3/5/2025,4/16/2025,D7,3.7,4.1,0.4,11%
HE-AppState-2024,2024,Higher Ed,6-week,3/5/2025,4/16/2025,D8,4.5,5,0.5,11%
CW-Winter-2025,2025,Higher Ed,6-week,1/29/2025,3/12/2025,D1,4.4,4.7,0.3,7%
CW-Winter-2025,2025,Higher Ed,6-week,1/29/2025,3/12/2025,D2,3.8,4.1,0.3,8%
HE-Watson-2024,2025,Higher Ed,Course,2/27/2025,4/10/2025,D3,3.8,3.9,0.1,3%
CW-Winter-2025,2025,Higher Ed,6-week,1/29/2025,3/12/2025,D4,3.3,3.6,0.3,9%
CW-Winter-2025,2025,Higher Ed,6-week,1/29/2025,3/12/2025,D5,3.6,4.2,0.6,17%
CW-Winter-2025,2025,Higher Ed,6-week,1/29/2025,3/12/2025,D6,3.3,3.9,0.6,18%
CW-Winter-2025,2025,Higher Ed,6-week,1/29/2025,3/12/2025,D7,3.8,3.8,0,0%
CW-Winter-2025,2025,Higher Ed,6-week,1/29/2025,3/12/2025,D8,3.3,3.8,0.5,15%
HE-AppState-2025,,,,9/1/2025,9/3/2025,D1,4.3,4.8,0.5,12%
HE-AppState-2025,,,,9/1/2025,9/3/2025,D2,4,4.3,0.3,8%
HE-AppState-2025,,,,9/1/2025,9/3/2025,D3,3.7,4.3,0.6,16%
HE-AppState-2025,,,,9/1/2025,9/3/2025,D4,3.4,4,0.6,18%
HE-AppState-2025,,,,9/1/2025,9/3/2025,D5,3.4,4.2,0.8,24%
HE-AppState-2025,,,,9/1/2025,9/3/2025,D6,3.4,4,0.6,18%
HE-AppState-2025,,,,9/1/2025,9/3/2025,D7,3.4,4,0.6,18%
HE-AppState-2025,,,,9/1/2025,9/3/2025,D8,4,4.4,0.4,10%
HE-Kim-Cohen-2025,,,,9/15/2025,11/7/2025,D1,4.3,4.7,0.4,9%
HE-Kim-Cohen-2025,,,,9/15/2025,11/7/2025,D2,3.4,4.1,0.7,21%
HE-Kim-Cohen-2025,,,,9/15/2025,11/7/2025,D3,3.6,4.2,0.6,17%
HE-Kim-Cohen-2025,,,,9/15/2025,11/7/2025,D4,3.2,4,0.8,25%
HE-Kim-Cohen-2025,,,,9/15/2025,11/7/2025,D5,3.2,4.2,1,31%
HE-Kim-Cohen-2025,,,,9/15/2025,11/7/2025,D6,2.3,4.2,1.9,83%
HE-Kim-Cohen-2025,,,,9/15/2025,11/7/2025,D7,3,4.2,1.2,40%
HE-Kim-Cohen-2025,,,,9/15/2025,11/7/2025,D8,3.7,4.8,1.1,30%
HE-Vaught-2025,,,,6/15/2025,9/16/2025,D1,3.9,4.3,0.4,10%
HE-Vaught-2025,,,,6/15/2025,9/16/2025,D2,3.5,3.8,0.3,9%
HE-Vaught-2025,,,,6/15/2025,9/16/2025,D3,3.5,3.7,0.2,6%
HE-Vaught-2025,,,,6/15/2025,9/16/2025,D4,3.9,3.9,0,0%
HE-Vaught-2025,,,,6/15/2025,9/16/2025,D5,3.7,4.4,0.7,19%
HE-Vaught-2025,,,,6/15/2025,9/16/2025,D6,3.3,4.1,0.8,24%
HE-Vaught-2025,,,,6/15/2025,9/16/2025,D7,3.6,4,0.4,11%
HE-Vaught-2025,,,,6/15/2025,9/16/2025,D8,4.2,4,-0.2,-5%
HE-Cornes-2025,,,,6/15/2025,9/16/2025,D1,4.1,4.5,0.4,10%
HE-Cornes-2025,,,,6/15/2025,9/16/2025,D2,3.1,3.6,0.5,16%
HE-Cornes-2025,,,,6/15/2025,9/16/2025,D3,3.1,3.8,0.7,23%
HE-Cornes-2025,,,,6/15/2025,9/16/2025,D4,2.6,3.3,0.7,27%
HE-Cornes-2025,,,,6/15/2025,9/16/2025,D5,3.2,4.1,0.9,28%
HE-Cornes-2025,,,,6/15/2025,9/16/2025,D6,2.4,3.6,1.2,50%
HE-Cornes-2025,,,,6/15/2025,9/16/2025,D7,3.1,3.9,0.8,26%
HE-Cornes-2025,,,,6/15/2025,9/16/2025,D8,3.4,4.1,0.7,21%
HE-Tripuraneni-2025,,,,6/15/2025,9/15/2025,D1,4,4.4,0.4,10%
HE-Tripuraneni-2025,,,,6/15/2025,9/15/2025,D2,3.5,4,0.5,14%
HE-Tripuraneni-2025,,,,6/15/2025,9/15/2025,D3,3.6,3.9,0.3,8%
HE-Tripuraneni-2025,,,,6/15/2025,9/15/2025,D4,3.3,3.8,0.5,15%
HE-Tripuraneni-2025,,,,6/15/2025,9/15/2025,D5,3.6,3.9,0.3,8%
HE-Tripuraneni-2025,,,,6/15/2025,9/15/2025,D6,2.8,3.4,0.6,21%
HE-Tripuraneni-2025,,,,6/15/2025,9/15/2025,D7,3,3.8,0.8,27%
HE-Tripuraneni-2025,,,,6/15/2025,9/15/2025,D8,4.3,4.3,0,0%
HE-Andrejewski-2025 ,,,,1/20/2025,4/21/2025,D6,2.6,4,1.4,54%
HE-Andrejewski-2024,2024,Higher Ed,Course,1/20/2025,4/23/2025,D7,3.4,3.8,0.4,12%
HE-Andrejewski-2024,2025,Higher Ed,Course,1/20/2025,4/23/2025,D7,2.7,4.1,1.4,52%
HE-Andrejewski-2025 ,,,,1/20/2025,4/21/2025,D7,3.4,4.1,0.7,21%
HE-Andrejewski-2024,2024,Higher Ed,Course,1/20/2025,4/23/2025,D8,3.6,4.6,1,28%
HE-Andrejewski-2024,2025,Higher Ed,Course,1/20/2025,4/23/2025,D8,3.6,4,0.4,11%
HE-Andrejewski-2025 ,,,,1/20/2025,4/21/2025,D8,3.6,4.6,1,28%
HE-Silverman-2025,,,,10/3/2025,10/6/2025,D1,4.1,4.4,0.3,7%
HE-Silverman-2025,,,,10/3/2025,10/6/2025,D2,3.4,4.1,0.7,21%
HE-Silverman-2025,,,,10/3/2025,10/6/2025,D3,3.2,3.9,0.7,22%
HE-Silverman-2025,,,,10/3/2025,10/6/2025,D4,2.8,3.7,0.9,32%
HE-Silverman-2025,,,,10/3/2025,10/6/2025,D5,3.5,3.6,0.1,3%
HE-Silverman-2025,,,,10/3/2025,10/6/2025,D6,2.8,3.6,0.8,29%
HE-Silverman-2025,,,,10/3/2025,10/6/2025,D7,3.1,3.8,0.7,23%
HE-Silverman-2025,,,,10/3/2025,10/6/2025,D8,3.2,4.1,0.9,28%
HE-Hawkins-2025,,,,6/15/2025,8/6/2025,D1,4.5,4.8,0.3,7%
HE-Hawkins-2025,,,,6/15/2025,8/6/2025,D2,3.8,3.8,0,0%
HE-Hawkins-2025,,,,6/15/2025,8/6/2025,D3,3.3,3.9,0.6,18%
HE-Hawkins-2025,,,,6/15/2025,8/6/2025,D4,2.7,3.8,1.1,41%
HE-Hawkins-2025,,,,6/15/2025,8/6/2025,D5,3.3,3.9,0.6,18%
HE-Hawkins-2025,,,,6/15/2025,8/6/2025,D6,2.6,3.8,1.2,46%
HE-Hawkins-2025,,,,6/15/2025,8/6/2025,D7,3.1,3.5,0.4,13%
HE-Hawkins-2025,,,,6/15/2025,8/6/2025,D8,3.4,4.3,0.9,26%
HE-McDuff-2025,,,,9/29/2025,10/3/2025,D1,4.5,4.9,0.4,9%
HE-McDuff-2025,,,,9/29/2025,10/3/2025,D2,4.2,4.7,0.5,12%
HE-McDuff-2025,,,,9/29/2025,10/3/2025,D3,3.3,4.3,1,30%
HE-McDuff-2025,,,,9/29/2025,10/3/2025,D4,3.2,4,0.8,25%
HE-McDuff-2025,,,,9/29/2025,10/3/2025,D5,3.4,4.2,0.8,24%
HE-McDuff-2025,,,,9/29/2025,10/3/2025,D6,2.9,3.9,1,34%
HE-McDuff-2025,,,,9/29/2025,10/3/2025,D7,3.1,4,0.9,29%
HE-McDuff-2025,,,,9/29/2025,10/3/2025,D8,4.5,4.5,0,0%
HE-Ciulla-2025,,,,6/15/2025,9/12/2025,D1,4.4,4.6,0.2,5%
HE-Ciulla-2025,,,,6/15/2025,9/12/2025,D2,4,4.4,0.4,10%
HE-Ciulla-2025,,,,6/15/2025,9/12/2025,D3,3.3,4.4,1.1,33%
HE-Ciulla-2025,,,,6/15/2025,9/12/2025,D4,3,3.7,0.7,23%
HE-Ciulla-2025,,,,6/15/2025,9/12/2025,D5,2.8,4.1,1.3,46%
HE-Ciulla-2025,,,,6/15/2025,9/12/2025,D6,2.2,4,1.8,82%
HE-Ciulla-2025,,,,6/15/2025,9/12/2025,D7,2.8,4.2,1.4,50%
HE-Ciulla-2025,,,,6/15/2025,9/12/2025,D8,3.5,4.4,0.9,26%
HE-Catron-2025,2025,Higher Ed,Retreat,6/26/2025,6/29/2025,D1,4.6,4.9,0.3,7%
HE-Catron-2025,2025,Higher Ed,Retreat,6/26/2025,6/29/2025,D2,3.2,4.5,1.3,41%
HE-Catron-2025,2025,Higher Ed,Retreat,6/26/2025,6/29/2025,D3,2.8,4,1.2,43%
HE-Catron-2025,2025,Higher Ed,Retreat,6/26/2025,6/29/2025,D4,2.9,4.1,1.2,41%
HE-Catron-2025,2025,Higher Ed,Retreat,6/26/2025,6/29/2025,D5,2.6,4.2,1.6,62%
HE-Catron-2025,2025,Higher Ed,Retreat,6/26/2025,6/29/2025,D6,2.3,3.9,1.6,70%
HE-Catron-2025,2025,Higher Ed,Retreat,6/26/2025,6/29/2025,D7,2.7,4.2,1.5,56%
HE-Catron-2025,2025,Higher Ed,Retreat,6/26/2025,6/29/2025,D8,3.3,5.6,2.3,70%
HE-Gallegos-2025,2025,Higher Ed,Retreat,8/12/2025,,D1,3.6,,-3.6,-100%
HE-Gallegos-2025,2025,Higher Ed,Retreat,8/12/2025,,D2,3,,-3,-100%
HE-Gallegos-2025,2025,Higher Ed,Retreat,8/12/2025,,D3,2.8,,-2.8,-100%
HE-Gallegos-2025,2025,Higher Ed,Retreat,8/12/2025,,D4,3,,-3,-100%
HE-Gallegos-2025,2025,Higher Ed,Retreat,8/12/2025,,D5,2.8,,-2.8,-100%
HE-Gallegos-2025,2025,Higher Ed,Retreat,8/12/2025,,D6,2.8,,-2.8,-100%
HE-Gallegos-2025,2025,Higher Ed,Retreat,8/12/2025,,D7,2.7,,-2.7,-100%
HE-Gallegos-2025,2025,Higher Ed,Retreat,8/12/2025,,D8,2.9,,-2.9,-100%
HE-Kettner-2026,2026,Higher Ed,,3/1/2026,,D1,,,0,#DIV/0!
HE-Kettner-2026,2026,Higher Ed,,3/1/2026,,D2,,,0,#DIV/0!
HE-Kettner-2026,2026,Higher Ed,,3/1/2026,,D3,,,0,#DIV/0!
HE-Kettner-2026,2026,Higher Ed,,3/1/2026,,D4,,,0,#DIV/0!
HE-Kettner-2026,2026,Higher Ed,,3/1/2026,,D5,,,0,#DIV/0!
HE-Kettner-2026,2026,Higher Ed,,3/1/2026,,D6,,,0,#DIV/0!
HE-Kettner-2026,2026,Higher Ed,,3/1/2026,,D7,,,0,#DIV/0!
HE-Kettner-2026,2026,Higher Ed,,3/1/2026,,D8,,,0,#DIV/0!
HE-Andrejewski-2026,2026,Higher Ed,,2/13/2026,,D1,3.9,,-3.9,-100%
HE-Andrejewski-2026,2026,Higher Ed,,2/13/2026,,D2,4.1,,-4.1,-100%
HE-Andrejewski-2026,2026,Higher Ed,,2/13/2026,,D3,3.5,,-3.5,-100%
HE-Andrejewski-2026,2026,Higher Ed,,2/13/2026,,D4,3,,-3,-100%
HE-Andrejewski-2026,2026,Higher Ed,,2/13/2026,,D5,3.8,,-3.8,-100%
HE-Andrejewski-2026,2026,Higher Ed,,2/13/2026,,D6,2.5,,-2.5,-100%
HE-Andrejewski-2026,2026,Higher Ed,,2/13/2026,,D7,3.5,,-3.5,-100%
HE-Andrejewski-2026,2026,Higher Ed,,2/13/2026,,D8,4,,-4,-100%
HE-Stoeckl-2026,2026,Higher Ed,,3/1/2026,,D1,,,0,#DIV/0!
HE-Stoeckl-2026,2026,Higher Ed,,3/1/2026,,D2,,,0,#DIV/0!
HE-Stoeckl-2026,2026,Higher Ed,,3/1/2026,,D3,,,0,#DIV/0!
HE-Stoeckl-2026,2026,Higher Ed,,3/1/2026,,D4,,,0,#DIV/0!
HE-Stoeckl-2026,2026,Higher Ed,,3/1/2026,,D5,,,0,#DIV/0!
HE-Stoeckl-2026,2026,Higher Ed,,3/1/2026,,D6,,,0,#DIV/0!
HE-Stoeckl-2026,2026,Higher Ed,,3/1/2026,,D7,,,0,#DIV/0!
HE-Stoeckl-2026,2026,Higher Ed,,3/1/2026,,D8,,,0,#DIV/0!
HE-Moody-2026,2026,Higher Ed,,3/1/2026,,D1,,,0,#DIV/0!
HE-Moody-2026,2026,Higher Ed,,3/1/2026,,D2,,,0,#DIV/0!
HE-Moody-2026,2026,Higher Ed,,3/1/2026,,D3,,,0,#DIV/0!
HE-Moody-2026,2026,Higher Ed,,3/1/2026,,D4,,,0,#DIV/0!
HE-Moody-2026,2026,Higher Ed,,3/1/2026,,D5,,,0,#DIV/0!
HE-Moody-2026,2026,Higher Ed,,3/1/2026,,D6,,,0,#DIV/0!
HE-Moody-2026,2026,Higher Ed,,3/1/2026,,D7,,,0,#DIV/0!
HE-Moody-2026,2026,Higher Ed,,3/1/2026,,D8,,,0,#DIV/0!
HE-Chambers-2026,2026,Higher Ed,,1/23/2026,,D1,3.7,,-3.7,-100%
HE-Chambers-2026,2026,Higher Ed,,1/23/2026,,D2,3.7,,-3.7,-100%
HE-Chambers-2026,2026,Higher Ed,,1/23/2026,,D3,3.1,,-3.1,-100%
HE-Chambers-2026,2026,Higher Ed,,1/23/2026,,D4,3.1,,-3.1,-100%
HE-Chambers-2026,2026,Higher Ed,,1/23/2026,,D5,2.7,,-2.7,-100%
HE-Chambers-2026,2026,Higher Ed,,1/23/2026,,D6,2.2,,-2.2,-100%
HE-Chambers-2026,2026,Higher Ed,,1/23/2026,,D7,2.9,,-2.9,-100%
HE-Chambers-2026,2026,Higher Ed,,1/23/2026,,D8,3.3,,-3.3,-100%
HE-Faiver-Serna-2026,2026,Higher Ed,,1/22/2026,,D1,4.7,,-4.7,-100%
HE-Faiver-Serna-2026,2026,Higher Ed,,1/22/2026,,D2,3.4,,-3.4,-100%
HE-Faiver-Serna-2026,2026,Higher Ed,,1/22/2026,,D3,3.3,,-3.3,-100%
HE-Faiver-Serna-2026,2026,Higher Ed,,1/22/2026,,D4,3.7,,-3.7,-100%
HE-Faiver-Serna-2026,2026,Higher Ed,,1/22/2026,,D5,3.6,,-3.6,-100%
HE-Faiver-Serna-2026,2026,Higher Ed,,1/22/2026,,D6,2.8,,-2.8,-100%
HE-Faiver-Serna-2026,2026,Higher Ed,,1/22/2026,,D7,3.3,,-3.3,-100%
HE-Faiver-Serna-2026,2026,Higher Ed,,1/22/2026,,D8,3.9,,-3.9,-100%
HE-Knight-2025,2025,Higher Ed,,9/5/2025,,D1,4.2,,-4.2,-100%
HE-Knight-2025,2025,Higher Ed,,9/5/2025,,D2,3.6,,-3.6,-100%
HE-Knight-2025,2025,Higher Ed,,9/5/2025,,D3,3.3,,-3.3,-100%
HE-Knight-2025,2025,Higher Ed,,9/5/2025,,D4,3.1,,-3.1,-100%
HE-Knight-2025,2025,Higher Ed,,9/5/2025,,D5,3.3,,-3.3,-100%
HE-Knight-2025,2025,Higher Ed,,9/5/2025,,D6,2.8,,-2.8,-100%
HE-Knight-2025,2025,Higher Ed,,9/5/2025,,D7,2.9,,-2.9,-100%
HE-Knight-2025,2025,Higher Ed,,9/5/2025,,D8,3.4,,-3.4,-100%
HE-Engle-2026,2026,Higher Ed,,1/26/2026,,D1,4,,-4,-100%
HE-Engle-2026,2026,Higher Ed,,1/26/2026,,D2,2.9,,-2.9,-100%
HE-Engle-2026,2026,Higher Ed,,1/26/2026,,D3,2.4,,-2.4,-100%
HE-Engle-2026,2026,Higher Ed,,1/26/2026,,D4,2.5,,-2.5,-100%
HE-Engle-2026,2026,Higher Ed,,1/26/2026,,D5,2.5,,-2.5,-100%
HE-Engle-2026,2026,Higher Ed,,1/26/2026,,D6,2.1,,-2.1,-100%
HE-Engle-2026,2026,Higher Ed,,1/26/2026,,D7,2.5,,-2.5,-100%
HE-Engle-2026,2026,Higher Ed,,1/26/2026,,D8,3.2,,-3.2,-100%
HE-Olins-2026,2026,Higher Ed,,2/4/2026,,D1,3.9,,-3.9,-100%
HE-Olins-2026,2026,Higher Ed,,2/4/2026,,D2,3.1,,-3.1,-100%
HE-Olins-2026,2026,Higher Ed,,2/4/2026,,D3,2.7,,-2.7,-100%
HE-Olins-2026,2026,Higher Ed,,2/4/2026,,D4,2.6,,-2.6,-100%
HE-Olins-2026,2026,Higher Ed,,2/4/2026,,D5,2.8,,-2.8,-100%
HE-Olins-2026,2026,Higher Ed,,2/4/2026,,D6,2.1,,-2.1,-100%
HE-Olins-2026,2026,Higher Ed,,2/4/2026,,D7,1.8,,-1.8,-100%
HE-Olins-2026,2026,Higher Ed,,2/4/2026,,D8,2.9,,-2.9,-100%